timestamp_utc,lat,lon,altitude_m,ground_speed_mps,vertical_speed_mps,roll_deg,pitch_deg,yaw_deg,flight_mode,armed,battery_voltage,battery_remaining_pct,gps_fix,satellites,link_rssi
2025-12-06T16:53:21.815474,37.6192099,-122.3754275,25.92,7.81,3.05,4.29,1.65,93.14,MANUAL,1,16.77,99.86,1,16,-44.8
2025-12-06T16:53:22.015474,37.6192238,-122.3754286,26.55,7.78,2.99,4.59,2.17,93.35,MANUAL,1,16.78,99.86,1,12,-44.8
2025-12-06T16:53:22.215474,37.6192379,-122.3754296,27.16,7.84,3.03,4.80,1.53,93.51,MANUAL,1,16.78,99.85,1,11,-44.8
2025-12-06T16:53:22.415474,37.6192519,-122.3754308,27.72,7.83,2.90,4.67,1.54,93.77,MANUAL,1,16.76,99.85,1,14,-44.7
2025-12-06T16:53:22.615474,37.6192661,-122.3754321,28.30,7.91,3.00,4.27,1.42,94.04,MANUAL,1,16.77,99.84,1,14,-44.6
2025-12-06T16:53:22.815474,37.6192802,-122.3754334,28.88,7.86,2.95,4.94,1.91,94.33,MANUAL,1,16.78,99.84,1,14,-44.7
2025-12-06T16:53:23.015474,37.6192943,-122.3754348,29.46,7.85,3.01,4.78,1.30,94.53,MANUAL,1,16.76,99.84,1,12,-44.8
2025-12-06T16:53:23.215474,37.6193084,-122.3754363,30.09,7.87,3.07,4.29,2.05,94.77,MANUAL,1,16.77,99.83,1,14,-44.8
2025-12-06T16:53:23.415474,37.6193224,-122.3754379,30.68,7.84,2.98,4.67,1.90,95.04,MANUAL,1,16.79,99.83,1,14,-44.7
2025-12-06T16:53:23.615474,37.6193365,-122.3754395,31.31,7.87,3.07,4.71,1.82,95.28,MANUAL,1,16.77,99.82,1,15,-44.7
2025-12-06T16:53:23.815474,37.6193505,-122.3754412,31.94,7.82,3.17,4.73,1.50,95.55,MANUAL,1,16.75,99.82,1,15,-44.7
2025-12-06T16:53:24.015474,37.6193645,-122.3754431,32.54,7.84,2.99,5.24,2.06,95.88,MANUAL,1,16.77,99.82,1,13,-44.6
2025-12-06T16:53:24.215474,37.6193785,-122.3754450,33.12,7.83,2.99,5.37,1.80,96.12,MANUAL,1,16.77,99.81,0,7,-44.8
2025-12-06T16:53:24.415474,37.6193926,-122.3754469,33.70,7.92,3.01,4.92,2.23,96.39,MANUAL,1,16.77,99.81,1,13,-44.8
2025-12-06T16:53:24.615474,37.6194067,-122.3754490,34.31,7.91,3.01,4.33,2.27,96.65,MANUAL,1,16.78,99.80,1,13,-44.7
2025-12-06T16:53:24.815474,37.6194208,-122.3754512,34.93,7.88,3.01,4.55,2.03,96.88,MANUAL,1,16.77,99.80,1,16,-44.7
2025-12-06T16:53:25.015474,37.6194349,-122.3754534,35.50,7.92,3.00,5.04,2.20,97.11,MANUAL,1,16.78,99.80,1,11,-44.8
2025-12-06T16:53:25.215474,37.6194489,-122.3754557,36.09,7.86,3.02,5.64,2.05,97.43,MANUAL,1,16.77,99.79,1,14,-44.8
2025-12-06T16:53:25.415474,37.6194628,-122.3754581,36.65,7.83,2.93,5.39,2.23,97.63,MANUAL,1,16.78,99.79,1,16,-44.5
2025-12-06T16:53:25.615474,37.6194767,-122.3754605,37.25,7.81,2.96,4.79,2.01,97.82,MANUAL,1,16.77,99.78,1,15,-44.5
2025-12-06T16:53:25.815474,37.6194907,-122.3754630,37.86,7.86,3.07,4.94,2.12,98.06,MANUAL,1,16.75,99.78,1,12,-44.4
2025-12-06T16:53:26.015474,37.6195047,-122.3754656,38.45,7.84,3.02,5.05,2.07,98.36,MANUAL,1,16.78,99.78,1,16,-44.4
2025-12-06T16:53:26.215474,37.6195187,-122.3754682,39.08,7.90,3.02,4.89,2.02,98.61,MANUAL,1,16.75,99.77,1,16,-44.4
2025-12-06T16:53:26.415474,37.6195326,-122.3754710,39.65,7.84,3.07,4.26,1.96,98.84,MANUAL,1,16.77,99.77,1,13,-44.5
2025-12-06T16:53:26.615474,37.6195467,-122.3754738,40.27,7.93,3.01,4.64,2.20,99.14,MANUAL,1,16.78,99.76,1,13,-44.3
2025-12-06T16:53:26.815474,37.6195607,-122.3754768,40.89,7.93,2.98,4.61,2.42,99.43,MANUAL,1,16.76,99.76,1,14,-44.2
2025-12-06T16:53:27.015474,37.6195748,-122.3754798,41.51,7.93,3.08,4.77,2.17,99.69,MANUAL,1,16.76,99.76,1,15,-44.3
2025-12-06T16:53:27.215474,37.6195889,-122.3754829,42.12,7.96,3.08,4.66,2.03,99.96,MANUAL,1,16.76,99.75,1,16,-44.2
2025-12-06T16:53:27.415474,37.6196030,-122.3754862,42.71,8.01,3.03,4.36,2.10,100.30,MANUAL,1,16.74,99.75,1,14,-44.2
2025-12-06T16:53:27.615474,37.6196171,-122.3754895,43.29,7.99,2.92,4.55,2.33,100.57,MANUAL,1,16.76,99.74,1,14,-44.4
2025-12-06T16:53:27.815474,37.6196313,-122.3754929,43.89,8.00,3.01,4.11,2.24,100.87,MANUAL,1,16.77,99.74,1,13,-44.5
2025-12-06T16:53:28.015474,37.6196454,-122.3754964,44.49,8.01,2.91,4.89,2.04,101.15,MANUAL,1,16.76,99.74,1,16,-44.4
2025-12-06T16:53:28.215474,37.6196594,-122.3755000,45.12,7.99,3.03,4.83,2.29,101.45,MANUAL,1,16.76,99.73,1,15,-44.3
2025-12-06T16:53:28.415474,37.6196735,-122.3755037,45.70,7.99,2.94,4.01,2.43,101.77,MANUAL,1,16.77,99.73,1,13,-44.3
2025-12-06T16:53:28.615474,37.6196875,-122.3755075,46.34,7.98,3.05,3.49,1.88,102.01,MANUAL,1,16.76,99.72,1,14,-44.4
2025-12-06T16:53:28.815474,37.6197015,-122.3755113,46.98,7.94,3.12,4.26,2.37,102.31,MANUAL,1,16.75,99.72,1,12,-44.3
2025-12-06T16:53:29.015474,37.6197155,-122.3755153,47.58,8.00,3.03,4.11,2.11,102.58,MANUAL,1,16.75,99.72,1,13,-44.1
2025-12-06T16:53:29.215474,37.6197295,-122.3755193,48.22,8.00,3.01,3.71,2.36,102.84,MANUAL,1,16.75,99.71,1,11,-44.0
2025-12-06T16:53:29.415474,37.6197436,-122.3755235,48.82,8.05,2.96,3.78,2.17,103.10,MANUAL,1,16.74,99.71,1,13,-43.9
2025-12-06T16:53:29.615474,37.6197578,-122.3755277,49.41,8.14,3.01,3.39,2.38,103.41,MANUAL,1,16.74,99.70,1,14,-43.9
2025-12-06T16:53:29.815474,37.6197721,-122.3755321,50.02,8.19,3.00,3.29,2.12,103.67,MANUAL,1,16.76,99.70,1,13,-43.9
2025-12-06T16:53:30.015474,37.6197879,-122.3755371,50.59,9.07,2.95,3.21,2.20,103.88,AUTO,1,16.74,99.70,1,15,-43.7
2025-12-06T16:53:30.215474,37.6198048,-122.3755425,51.21,9.70,3.00,3.58,2.39,104.21,AUTO,1,16.73,99.69,1,14,-43.7
2025-12-06T16:53:30.415474,37.6198230,-122.3755484,51.75,10.42,2.90,3.26,2.05,104.53,AUTO,1,16.75,99.69,1,13,-43.8
2025-12-06T16:53:30.615474,37.6198421,-122.3755548,52.38,11.01,2.93,3.11,2.41,104.86,AUTO,1,16.76,99.68,1,14,-43.8
2025-12-06T16:53:30.815474,37.6198621,-122.3755616,53.01,11.53,3.00,3.12,2.37,105.17,AUTO,1,16.74,99.68,1,15,-43.8
2025-12-06T16:53:31.015474,37.6198828,-122.3755690,53.57,12.01,2.99,3.05,2.30,105.57,AUTO,1,16.74,99.68,1,12,-43.9
2025-12-06T16:53:31.215474,37.6199042,-122.3755766,54.20,12.34,2.92,2.85,2.34,105.87,AUTO,1,16.75,99.67,1,12,-44.1
2025-12-06T16:53:31.415474,37.6199263,-122.3755847,54.81,12.80,3.02,2.92,2.12,106.15,AUTO,1,16.73,99.67,1,14,-44.2
2025-12-06T16:53:31.615474,37.6199488,-122.3755930,55.40,13.05,2.94,2.42,2.52,106.41,AUTO,1,16.74,99.66,1,16,-44.1
2025-12-06T16:53:31.815474,37.6199716,-122.3756017,56.02,13.28,2.97,2.47,2.15,106.74,AUTO,1,16.74,99.66,1,13,-43.9
2025-12-06T16:53:32.015474,37.6199947,-122.3756107,56.58,13.47,2.94,1.76,1.89,107.07,AUTO,1,16.75,99.66,1,14,-44.0
2025-12-06T16:53:32.215474,37.6200180,-122.3756199,57.21,13.58,3.01,2.21,2.29,107.29,AUTO,1,16.75,99.65,1,12,-44.0
2025-12-06T16:53:32.415474,37.6200417,-122.3756293,57.80,13.78,2.96,1.67,2.13,107.57,AUTO,1,16.74,99.65,1,13,-43.9
2025-12-06T16:53:32.615474,37.6200653,-122.3756390,58.39,13.86,2.95,2.11,2.38,107.96,AUTO,1,16.73,99.64,1,13,-43.8
2025-12-06T16:53:32.815474,37.6200892,-122.3756490,58.98,13.99,3.07,2.07,2.11,108.31,AUTO,1,16.74,99.64,1,16,-43.7
2025-12-06T16:53:33.015474,37.6201131,-122.3756591,59.58,14.05,2.97,2.04,2.29,108.58,AUTO,1,16.75,99.64,1,13,-43.7
2025-12-06T16:53:33.215474,37.6201372,-122.3756695,60.18,14.15,3.01,0.81,2.42,108.86,AUTO,1,16.73,99.63,1,14,-43.5
2025-12-06T16:53:33.415474,37.6201614,-122.3756801,60.76,14.27,2.96,1.17,2.24,109.11,AUTO,1,16.75,99.63,1,14,-43.6
2025-12-06T16:53:33.615474,37.6201859,-122.3756910,61.35,14.47,2.98,1.00,2.02,109.45,AUTO,1,16.73,99.62,1,13,-43.5
2025-12-06T16:53:33.815474,37.6202105,-122.3757021,61.96,14.50,3.09,0.70,2.37,109.69,AUTO,1,16.73,99.62,1,14,-43.5
2025-12-06T16:53:34.015474,37.6202351,-122.3757134,62.57,14.57,3.06,0.46,2.34,109.97,AUTO,1,16.72,99.62,1,14,-43.5
2025-12-06T16:53:34.215474,37.6202597,-122.3757249,63.16,14.62,2.97,0.12,1.92,110.26,AUTO,1,16.72,99.61,1,15,-43.4
2025-12-06T16:53:34.415474,37.6202843,-122.3757364,63.75,14.61,3.02,0.21,1.87,110.45,AUTO,1,16.74,99.61,1,13,-43.5
2025-12-06T16:53:34.615474,37.6203088,-122.3757481,64.33,14.59,2.94,0.59,1.92,110.69,AUTO,1,16.72,99.60,1,14,-43.6
2025-12-06T16:53:34.815474,37.6203333,-122.3757600,64.94,14.61,3.04,0.28,2.00,110.92,AUTO,1,16.74,99.60,1,12,-43.6
2025-12-06T16:53:35.015474,37.6203579,-122.3757720,65.56,14.67,3.04,-0.07,2.36,111.20,AUTO,1,16.74,99.60,1,15,-43.6
2025-12-06T16:53:35.215474,37.6203826,-122.3757843,66.11,14.79,3.02,0.21,2.12,111.50,AUTO,1,16.74,99.59,1,14,-43.7
2025-12-06T16:53:35.415474,37.6204074,-122.3757968,66.73,14.83,3.07,-0.49,2.56,111.76,AUTO,1,16.72,99.59,1,12,-43.5
2025-12-06T16:53:35.615474,37.6204320,-122.3758094,67.32,14.81,3.03,-0.57,1.61,112.05,AUTO,1,16.73,99.58,1,13,-43.2
2025-12-06T16:53:35.815474,37.6204566,-122.3758221,67.90,14.77,2.93,-0.54,2.00,112.26,AUTO,1,16.74,99.58,1,14,-43.2
2025-12-06T16:53:36.015474,37.6204812,-122.3758350,68.48,14.82,3.04,-0.77,1.59,112.56,AUTO,1,16.73,99.58,1,14,-43.3
2025-12-06T16:53:36.215474,37.6205058,-122.3758480,69.10,14.84,3.07,-1.03,2.27,112.78,AUTO,1,16.72,99.57,1,13,-43.3
2025-12-06T16:53:36.415474,37.6205304,-122.3758613,69.71,14.91,3.09,-1.20,1.95,113.06,AUTO,1,16.73,99.57,1,15,-43.3
2025-12-06T16:53:36.615474,37.6205550,-122.3758746,70.30,14.89,2.99,-1.30,2.06,113.25,AUTO,1,16.72,99.56,1,15,-43.3
2025-12-06T16:53:36.815474,37.6205797,-122.3758881,70.85,14.97,2.97,-1.15,1.54,113.47,AUTO,1,16.75,99.56,1,16,-43.4
2025-12-06T16:53:37.015474,37.6206043,-122.3759018,71.48,14.95,2.99,-1.36,1.78,113.76,AUTO,1,16.72,99.56,1,12,-43.4
2025-12-06T16:53:37.215474,37.6206286,-122.3759154,72.13,14.82,3.04,-1.87,1.84,114.00,AUTO,1,16.72,99.55,1,15,-43.3
2025-12-06T16:53:37.415474,37.6206529,-122.3759292,72.75,14.80,3.04,-1.78,1.63,114.16,AUTO,1,16.73,99.55,1,13,-43.3
2025-12-06T16:53:37.615474,37.6206771,-122.3759431,73.38,14.85,2.98,-2.24,1.40,114.46,AUTO,1,16.73,99.54,1,16,-43.5
2025-12-06T16:53:37.815474,37.6207013,-122.3759571,73.96,14.78,3.02,-2.16,1.40,114.63,AUTO,1,16.72,99.54,1,13,-43.5
2025-12-06T16:53:38.015474,37.6207253,-122.3759712,74.57,14.77,3.01,-1.78,2.03,114.86,AUTO,1,16.72,99.54,1,13,-43.6
2025-12-06T16:53:38.215474,37.6207494,-122.3759853,75.15,14.77,2.98,-2.37,1.80,115.00,AUTO,1,16.72,99.53,1,15,-43.7
2025-12-06T16:53:38.415474,37.6207734,-122.3759996,75.76,14.76,3.00,-3.10,1.73,115.17,AUTO,1,16.73,99.53,1,13,-44.0
2025-12-06T16:53:38.615474,37.6207974,-122.3760140,76.39,14.81,3.02,-2.61,1.29,115.45,AUTO,1,16.72,99.52,1,13,-44.0
2025-12-06T16:53:38.815474,37.6208215,-122.3760285,76.94,14.83,2.98,-2.50,1.27,115.53,AUTO,1,16.71,99.52,1,11,-44.2
2025-12-06T16:53:39.015474,37.6208455,-122.3760431,77.53,14.85,3.04,-3.18,1.61,115.66,AUTO,1,16.70,99.52,1,12,-44.2
2025-12-06T16:53:39.215474,37.6208696,-122.3760578,78.13,14.90,3.01,-3.15,1.60,115.73,AUTO,1,16.72,99.51,1,16,-44.3
2025-12-06T16:53:39.415474,37.6208937,-122.3760725,78.74,14.89,2.99,-3.23,1.26,115.91,AUTO,1,16.72,99.51,1,11,-44.3
2025-12-06T16:53:39.615474,37.6209177,-122.3760874,79.36,14.91,3.04,-3.02,1.58,116.03,AUTO,1,16.71,99.50,1,17,-44.3
2025-12-06T16:53:39.815474,37.6209418,-122.3761023,80.00,14.92,3.03,-4.04,1.23,116.14,AUTO,1,16.71,99.50,1,14,-44.2
2025-12-06T16:53:40.015474,37.6209657,-122.3761172,80.59,14.85,2.96,-3.40,1.40,116.24,AUTO,1,16.72,99.50,1,13,-44.2
2025-12-06T16:53:40.215474,37.6209896,-122.3761322,81.20,14.86,3.03,-3.44,1.06,116.51,AUTO,1,16.71,99.49,1,15,-44.3
2025-12-06T16:53:40.415474,37.6210135,-122.3761474,81.82,14.86,3.06,-3.74,1.68,116.70,AUTO,1,16.72,99.49,1,12,-44.1
2025-12-06T16:53:40.615474,37.6210373,-122.3761626,82.42,14.85,3.03,-3.96,1.21,116.82,AUTO,1,16.71,99.48,1,12,-44.0
2025-12-06T16:53:40.815474,37.6210610,-122.3761778,83.03,14.82,2.99,-3.88,1.14,116.92,AUTO,1,16.71,99.48,1,15,-44.1
2025-12-06T16:53:41.015474,37.6210849,-122.3761932,83.63,14.90,2.98,-4.49,1.23,117.11,AUTO,1,16.72,99.48,1,12,-44.0
2025-12-06T16:53:41.215474,37.6211087,-122.3762087,84.24,14.94,3.05,-3.83,0.89,117.21,AUTO,1,16.70,99.47,1,13,-44.0
2025-12-06T16:53:41.415474,37.6211325,-122.3762242,84.89,14.89,2.97,-4.46,0.90,117.34,AUTO,1,16.71,99.47,1,14,-43.9
2025-12-06T16:53:41.615474,37.6211562,-122.3762397,85.49,14.84,2.98,-3.75,0.75,117.48,AUTO,1,16.71,99.46,1,12,-43.9
2025-12-06T16:53:41.815474,37.6211797,-122.3762553,86.08,14.81,3.02,-4.27,0.72,117.62,AUTO,1,16.70,99.46,1,13,-44.0
2025-12-06T16:53:42.015474,37.6212032,-122.3762709,86.69,14.75,2.97,-4.00,1.17,117.75,AUTO,1,16.71,99.46,1,15,-43.8
2025-12-06T16:53:42.215474,37.6212266,-122.3762865,87.33,14.70,3.04,-4.41,0.60,117.88,AUTO,1,16.71,99.45,1,10,-43.8
2025-12-06T16:53:42.415474,37.6212500,-122.3763023,87.92,14.81,3.05,-4.23,0.83,118.06,AUTO,1,16.72,99.45,1,12,-43.8
2025-12-06T16:53:42.615474,37.6212735,-122.3763181,88.47,14.80,2.91,-4.50,0.65,118.12,AUTO,1,16.71,99.44,1,15,-44.0
2025-12-06T16:53:42.815474,37.6212969,-122.3763339,89.10,14.77,3.05,-4.98,0.77,118.20,AUTO,1,16.71,99.44,1,15,-43.9
2025-12-06T16:53:43.015474,37.6213202,-122.3763497,89.76,14.72,3.03,-4.71,0.82,118.22,AUTO,1,16.70,99.44,1,14,-43.9
2025-12-06T16:53:43.215474,37.6213434,-122.3763655,90.37,14.68,2.99,-4.87,0.41,118.21,AUTO,1,16.71,99.43,1,14,-44.0
2025-12-06T16:53:43.415474,37.6213666,-122.3763812,90.99,14.68,2.99,-5.00,0.02,118.25,AUTO,1,16.70,99.43,1,13,-44.0
2025-12-06T16:53:43.615474,37.6213899,-122.3763970,91.58,14.71,3.02,-4.56,0.49,118.24,AUTO,1,16.71,99.42,1,14,-44.0
2025-12-06T16:53:43.815474,37.6214132,-122.3764128,92.23,14.73,3.03,-5.19,0.56,118.28,AUTO,1,16.71,99.42,1,15,-43.9
2025-12-06T16:53:44.015474,37.6214366,-122.3764287,92.79,14.77,2.97,-5.02,0.70,118.28,AUTO,1,16.70,99.42,1,15,-43.9
2025-12-06T16:53:44.215474,37.6214600,-122.3764446,93.41,14.82,3.05,-4.89,0.55,118.28,AUTO,1,16.69,99.41,1,14,-43.8
2025-12-06T16:53:44.415474,37.6214835,-122.3764605,94.03,14.81,3.07,-4.63,0.19,118.27,AUTO,1,16.70,99.41,1,12,-43.8
2025-12-06T16:53:44.615474,37.6215070,-122.3764765,94.67,14.84,3.01,-4.64,0.34,118.27,AUTO,1,16.71,99.40,1,12,-43.8
2025-12-06T16:53:44.815474,37.6215305,-122.3764925,95.30,14.90,3.01,-5.04,0.25,118.34,AUTO,1,16.68,99.40,1,13,-43.9
2025-12-06T16:53:45.015474,37.6215541,-122.3765085,95.92,14.90,3.08,-4.75,0.39,118.26,AUTO,1,16.70,99.40,1,12,-44.0
2025-12-06T16:53:45.215474,37.6215776,-122.3765245,96.53,14.86,3.07,-4.47,0.28,118.25,AUTO,1,16.69,99.39,1,14,-44.1
2025-12-06T16:53:45.415474,37.6216013,-122.3765405,97.12,14.98,2.95,-5.44,0.19,118.17,AUTO,1,16.69,99.39,1,13,-43.9
2025-12-06T16:53:45.615474,37.6216251,-122.3765566,97.70,14.97,2.90,-4.72,0.29,118.19,AUTO,1,16.71,99.38,1,14,-43.8
2025-12-06T16:53:45.815474,37.6216487,-122.3765725,98.28,14.94,2.99,-4.78,0.12,118.14,AUTO,1,16.70,99.38,1,13,-43.5
2025-12-06T16:53:46.015474,37.6216725,-122.3765886,98.88,15.01,2.99,-4.52,0.46,118.11,AUTO,1,16.68,99.38,1,13,-43.7
2025-12-06T16:53:46.215474,37.6216964,-122.3766046,99.49,15.05,3.01,-4.87,0.23,118.04,AUTO,1,16.68,99.37,1,13,-43.7
2025-12-06T16:53:46.415474,37.6217203,-122.3766207,100.03,15.08,2.83,-4.73,0.15,117.97,AUTO,1,16.68,99.37,1,12,-43.8
2025-12-06T16:53:46.615474,37.6217443,-122.3766367,100.64,15.10,2.97,-4.93,0.25,117.87,AUTO,1,16.70,99.36,1,13,-43.8
2025-12-06T16:53:46.815474,37.6217682,-122.3766527,101.24,15.06,3.02,-4.61,0.02,117.92,AUTO,1,16.70,99.36,1,13,-43.7
2025-12-06T16:53:47.015474,37.6217921,-122.3766687,101.84,15.04,2.90,-4.57,0.10,117.95,AUTO,1,16.70,99.36,1,14,-43.6
2025-12-06T16:53:47.215474,37.6218161,-122.3766847,102.45,15.14,3.06,-4.94,-0.69,117.84,AUTO,1,16.69,99.35,1,13,-43.5
2025-12-06T16:53:47.415474,37.6218402,-122.3767007,103.06,15.15,3.00,-4.70,-0.33,117.69,AUTO,1,16.66,99.35,1,12,-43.4
2025-12-06T16:53:47.615474,37.6218642,-122.3767165,103.58,15.08,2.92,-4.24,-0.13,117.61,AUTO,1,16.70,99.34,1,14,-43.3
2025-12-06T16:53:47.815474,37.6218883,-122.3767323,104.19,15.08,2.95,-4.21,-0.17,117.45,AUTO,1,16.68,99.34,1,14,-43.2
2025-12-06T16:53:48.015474,37.6219123,-122.3767480,104.79,15.04,3.02,-4.66,-0.12,117.37,AUTO,1,16.70,99.34,1,13,-43.3
2025-12-06T16:53:48.215474,37.6219362,-122.3767636,105.43,15.03,3.02,-4.10,-0.44,117.31,AUTO,1,16.67,99.33,1,11,-43.4
2025-12-06T16:53:48.415474,37.6219603,-122.3767792,106.00,15.01,2.92,-4.92,-0.47,117.13,AUTO,1,16.68,99.33,1,14,-43.4
2025-12-06T16:53:48.615474,37.6219843,-122.3767946,106.59,15.04,2.95,-3.64,-0.86,117.02,AUTO,1,16.69,99.32,1,14,-43.5
2025-12-06T16:53:48.815474,37.6220082,-122.3768100,107.21,14.92,3.03,-4.03,-0.71,116.90,AUTO,1,16.68,99.32,1,12,-43.5
2025-12-06T16:53:49.015474,37.6220323,-122.3768252,107.79,14.97,2.99,-3.72,-0.45,116.73,AUTO,1,16.67,99.32,1,14,-43.6
2025-12-06T16:53:49.215474,37.6220563,-122.3768404,108.39,14.96,2.98,-3.61,-0.68,116.55,AUTO,1,16.69,99.31,1,14,-43.6
2025-12-06T16:53:49.415474,37.6220804,-122.3768555,108.96,14.98,2.92,-3.85,-0.68,116.40,AUTO,1,16.70,99.31,1,15,-43.6
2025-12-06T16:53:49.615474,37.6221045,-122.3768705,109.53,14.97,2.78,-3.35,-0.95,116.23,AUTO,1,16.69,99.30,1,14,-43.6
2025-12-06T16:53:49.815474,37.6221287,-122.3768855,110.08,14.99,2.63,-3.12,-1.38,116.08,AUTO,1,16.68,99.30,1,13,-43.6
2025-12-06T16:53:50.015474,37.6221531,-122.3769004,110.53,15.09,2.51,-3.36,-0.66,115.85,AUTO,1,16.70,99.30,1,14,-43.6
2025-12-06T16:53:50.215474,37.6221775,-122.3769152,111.03,15.06,2.34,-3.29,-0.91,115.73,AUTO,1,16.68,99.29,1,13,-43.5
